fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol_sulphate_interaction
0.646153012,-0.677100966,-0.530475661,-1.02363678,-0.21845708,-0.488555658,-0.926269854,-0.443849321,0.011480335,-1.400762569,-0.580471343,6,0.813102529
-1.131557178,-0.974766499,-0.44783612,-1.063072533,-0.40155916,-0.664970198,-1.185131598,-1.032359676,0.673796976,0.527131002,0.110307607,7,0.05814656
1.712779125,0.215895632,0.213280202,0.711536367,-0.17268156,-0.13572658,0.721032149,1.39524554,0.276406991,0.176604898,-0.986811901,6,-0.174275816
1.00169505,-0.577879122,0.709117443,-0.885611643,0.285073639,-1.488238047,-1.208664483,-0.611039762,0.74002864,0.001341847,1.044890892,6,0.001402083
-0.77601514,0.315117476,-0.613115201,-0.31379322,-0.40155916,0.040687959,0.226841548,-0.410411232,0.143943663,-0.699710361,-0.092862672,6,0.064976974
-0.77601514,0.712004853,-2.513824627,-1.02363678,0.834379878,-0.370945966,-0.432079253,-0.209782702,0.210175327,0.439499476,-1.149348125,5,-0.505137899
0.290610974,-0.478657278,0.130640662,1.99319835,-0.2642326,1.452004273,0.76809792,1.662750247,-0.187214657,0.877657106,-1.149348125,6,-1.008733549
4.083059378,-0.280213589,1.204954685,-0.826458013,-0.17268156,-0.429750812,0.60336772,1.328369363,0.011480335,0.877657106,-0.661739454,5,-0.580780334
0.053582948,-0.280213589,-0.28255704,-0.451818357,0.376624679,-0.723775044,-0.526210796,-0.009154172,-1.313152945,-0.962604939,-0.905543789,6,0.871680924
0.409124986,-0.280213589,0.461198823,2.476286328,-0.35578364,0.393517038,0.391571748,1.963693043,-1.445616273,-0.173921205,-1.230616236,6,0.214030259
0.646153012,-0.77632281,0.295919742,2.081928795,0.101971559,0.452321884,1.21522275,1.829940689,-1.048226289,-0.612078835,-1.068080013,6,0.65374917
1.357237088,-0.081769901,-0.034638419,-1.02363678,0.193522599,0.334712191,-0.832138311,-1.339990089,-1.246921281,-0.349184257,1.532499563,6,-0.535124722
0.883181037,-0.875544654,0.378559282,0.829843627,0.651277798,0.746346116,0.838696578,0.726483773,-0.385909649,-0.962604939,-0.01159456,6,0.011160981
-0.538987115,-0.081769901,-1.191591983,-0.885611643,1.795665795,-0.841384737,1.356420064,0.378727654,1.998430256,1.315814736,-0.824275678,4,-1.084594083
-0.420473102,-0.379435433,-0.44783612,-1.043354656,-0.538885719,-0.547360505,-1.302796026,-1.587431943,0.40887032,-1.400762569,1.451231451,6,-2.032830695
-1.131557178,-0.577879122,-0.28255704,-1.003918903,0.285073639,0.393517038,-1.232197369,-1.115954897,0.806260304,-0.173921205,0.841720613,6,-0.146393064
0.053582948,0.910448541,-0.861033822,0.612946983,0.513951238,1.099175194,0.650433492,0.552605713,0.276406991,-0.612078835,-0.417935119,5,0.255809241
1.4757511,-1.073988343,-1.026312902,-0.944765273,-0.447334679,-0.664970198,-0.455612139,-0.022529407,-0.054751329,0.264236424,-0.336667007,6,-0.088959686
0.172096961,-0.379435433,0.130640662,-1.063072533,-0.630436759,0.393517038,-0.808605425,-1.386803413,-0.187214657,-1.050236465,0.963622781,7,-1.012031783
0.527638999,-0.180991745,-0.034638419,2.259389685,0.147747079,0.364114614,1.332887179,1.997131131,-0.849531297,-0.436815783,-1.149348125,7,0.502053401
1.120209062,1.505779607,1.287594225,1.303072666,-0.584661239,0.099492806,0.462170406,0.492417154,-0.319677985,-1.225499517,0.638550334,6,-0.782543125
-0.30195909,1.10889223,-0.44783612,0.553793353,-0.447334679,-1.488238047,-1.091000055,-0.657853086,-0.783299633,-1.225499517,1.288695228,6,-1.579295379
-0.064931064,0.017451943,0.048001121,0.21858945,-0.493110199,-0.076921734,0.909295235,0.967238009,0.938723632,-0.524447309,-1.149348125,5,0.602772531
0.883181037,1.10889223,1.039675604,1.04674027,1.749890276,1.157980041,0.744565035,1.238086525,-1.843006257,0.176604898,-1.230616236,5,-0.217332856
-0.064931064,0.513561164,-0.199917499,0.198871573,-0.035355,-0.076921734,0.109177119,-0.590976909,-0.849531297,0.527131002,1.369963339,6,0.722150148
-1.250071191,-1.47087572,-0.943673362,1.243919036,0.559726758,-0.664970198,1.050492549,0.525855242,0.872491968,-0.612078835,0.963622781,6,-0.589813109
0.290610974,-0.677100966,-0.530475661,0.435486093,0.468175718,-0.547360505,-0.643875225,0.525855242,-1.578079601,0.264236424,-0.824275678,5,-0.217803658
1.4757511,-0.280213589,0.048001121,0.731254243,0.193522599,-0.312141119,-0.408546368,1.074239892,-0.120982993,0.001341847,-0.336667007,6,-0.000451755
0.290610974,-0.974766499,1.287594225,-1.003918903,-0.584661239,-1.370628354,-1.56165777,-1.10592347,-0.915762961,0.35186795,0.638550334,7,0.224685397
-0.30195909,-0.577879122,-0.36519658,1.57912294,0.01042052,0.217102498,-0.479145025,1.442058864,-0.915762961,0.088973373,-1.149348125,6,-0.102261379
-0.538987115,-0.677100966,-0.44783612,-0.096896577,0.056196039,-0.370945966,-0.879204083,-0.41709885,-0.253446321,-0.787341887,0.394745998,6,-0.310800059
-0.30195909,-0.280213589,0.130640662,1.500251433,1.063257477,0.393517038,0.579834834,1.662750247,2.462051904,-0.173921205,-0.580471343,5,0.100956276
1.00169505,0.017451943,-0.034638419,0.060846437,-0.40155916,-0.194531426,0.391571748,0.3586648,1.336113616,1.140551684,0.150941663,7,0.172156768
-0.30195909,0.16628471,-0.778394281,-0.944765273,-0.31000812,-0.370945966,0.038578462,-0.33015982,1.07118696,1.052920158,-0.092862672,7,-0.097776979
-0.30195909,-0.379435433,0.378559282,0.317178833,-0.17268156,1.216784887,1.144624093,0.582699993,0.143943663,-0.261552731,-1.068080013,5,0.279359245
-0.183445077,2.200332516,0.378559282,0.21858945,0.01042052,-0.547360505,0.862229463,0.866923744,0.872491968,0.439499476,-0.743007566,5,-0.326551436
1.4757511,0.215895632,1.287594225,0.33689671,-0.40155916,-0.547360505,0.838696578,0.091160093,-0.584604641,-1.663657147,0.557282222,7,-0.927126551
-0.064931064,-0.081769901,-0.36519658,-0.353228973,0.01042052,-1.723457433,-1.185131598,0.184786741,1.004955296,-0.086289679,0.069673551,4,-0.006012108
-1.131557178,-0.677100966,-0.778394281,1.125611776,-0.08113052,1.040370348,0.626900606,0.960550391,0.40887032,-0.874973413,-0.824275678,5,0.721219303
-1.013043166,0.116673788,0.626477903,0.86927938,0.101971559,1.157980041,0.250374434,-0.109468437,-0.650836305,0.877657106,0.367656631,7,0.322676454
-0.064931064,-0.180991745,-0.943673362,0.258025203,0.056196039,1.275589734,1.685880465,0.626169507,-0.584604641,-0.173921205,-1.230616236,5,0.214030259
0.527638999,-0.379435433,0.048001121,1.776301706,0.193522599,0.158297652,0.838696578,1.428683629,-1.048226289,-0.612078835,-1.230616236,6,0.753234153
0.290610974,-0.77632281,-0.199917499,0.198871573,0.330849159,-0.194531426,1.709413351,0.616138081,0.806260304,0.877657106,-0.092862672,6,-0.081501584
-1.250071191,-0.77632281,-0.530475661,-0.984201026,-0.676212279,-1.370628354,-1.443993341,-1.179487265,0.40887032,-1.137867991,0.313477887,7,-0.356696453
-0.538987115,-0.081769901,-1.356871063,0.39605034,-0.08113052,1.452004273,1.403485836,0.586043801,0.143943663,-0.173921205,-0.905543789,5,0.157493267
-1.250071191,-0.577879122,-0.36519658,-1.08279041,-0.538885719,-0.076921734,-1.161598712,-1.560681472,-0.319677985,-1.137867991,0.47601411,7,-0.541641219
0.527638999,1.307335918,-0.36519658,-0.90532952,-0.630436759,-0.547360505,-1.514591998,-1.717840488,-1.511847937,-1.225499517,2.020108233,8,-2.475641664
1.120209062,1.208114074,1.287594225,0.27774308,0.651277798,-0.076921734,0.556301949,0.860236126,0.475101984,0.79002558,0.638550334,6,0.504471098
1.238723075,-1.173210187,3.353582732,2.259389685,-0.40155916,0.981565502,1.144624093,1.930254954,-1.313152945,-0.699710361,-0.986811901,5,0.690482512
-1.368585203,-0.180991745,-0.530475661,-0.451818357,7.105626103,2.245869699,1.203456307,0.057722005,0.541333648,-0.962604939,-0.905543789,6,0.871680924
0.172096961,-1.073988343,0.213280202,0.001692807,0.422400199,0.393517038,-0.361480596,-0.283346496,-0.518372977,0.088973373,0.394745998,8,0.035121883
2.068321163,-0.131380823,0.213280202,-1.02363678,-0.538885719,-1.194213815,-1.373394684,-0.911982558,-1.578079601,-1.137867991,0.719818445,7,-0.819058368
1.238723075,-0.677100966,0.461198823,-0.865893766,0.513951238,-0.841384737,-0.00848731,-0.758167351,-0.915762961,0.264236424,0.313477887,5,0.082832276
2.897919252,-0.77632281,-0.034638419,-0.925047396,0.193522599,-0.429750812,0.932828121,0.458979066,-0.187214657,-0.524447309,-1.230616236,4,0.645393374
0.053582948,-0.478657278,0.626477903,0.317178833,-0.721987799,-0.312141119,-0.573276568,-0.116156054,0.210175327,0.439499476,0.394745998,6,0.17349066
0.646153012,-1.173210187,-0.530475661,1.796019583,0.193522599,-0.606165351,-0.079085967,1.462121717,-1.909237921,-0.524447309,-1.474420572,7,0.773255902
-1.131557178,0.41433932,-0.613115201,-0.96448315,0.513951238,-1.076604122,0.062111348,-0.778230204,0.342638656,-1.137867991,0.150941663,5,-0.171751687
1.238723075,1.605001451,0.295919742,-0.106755515,-0.584661239,-0.488555658,-1.067467169,-0.677915939,-0.187214657,0.439499476,1.695035786,7,0.744967341
-0.064931064,-0.478657278,-0.36519658,1.776301706,1.246359557,1.216784887,0.815163692,1.462121717,-0.849531297,-0.699710361,-1.474420572,6,1.031667351
0.883181037,-0.081769901,0.709117443,-0.747586507,-0.08113052,-0.370945966,-0.667408111,-0.945420646,0.806260304,0.176604898,1.776303898,6,0.31370397
0.646153012,-0.577879122,-0.530475661,-0.944765273,0.513951238,0.569931577,-0.94980274,-0.346878864,0.673796976,-0.436815783,-0.499203231,7,0.21805985
-0.183445077,-0.081769901,2.94038503,-1.02363678,5.961238106,0.040687959,-0.761539654,-0.383660761,-1.511847937,-0.524447309,-1.068080013,6,0.560151689
0.646153012,-0.280213589,0.213280202,1.34250842,0.971706437,1.040370348,0.932828121,1.19461701,-1.180689617,-0.086289679,-1.230616236,6,0.106189481
-0.420473102,0.811226697,-1.439510603,-1.003918903,0.376624679,-1.429433201,-0.738006768,-0.015841789,0.011480335,-0.874973413,-1.636956795,5,1.432293674
1.712779125,-0.974766499,-0.28255704,-1.043354656,-0.584661239,-0.900189583,-1.914651056,-0.982202543,-1.114457953,0.176604898,0.394745998,6,0.069714077
-0.657501128,1.307335918,-0.943673362,0.179153697,-0.493110199,-0.723775044,-0.502677911,-0.771542587,0.077711999,-0.874973413,1.158666249,7,-1.013802162
0.883181037,-0.180991745,1.122315145,-0.944765273,1.017481957,-1.782262279,-1.961716828,0.124598182,-0.584604641,-0.349184257,-0.743007566,5,0.259446545
0.883181037,-0.677100966,1.287594225,-0.767304383,0.056196039,-0.900189583,-0.196750396,-0.751479734,-0.253446321,-0.086289679,0.47601411,5,-0.041075105
0.646153012,-0.875544654,0.709117443,0.001692807,0.971706437,0.217102498,1.732946236,0.592731419,0.74002864,-1.400762569,-0.743007566,6,1.040777187
0.172096961,-1.173210187,-0.695754741,1.559405063,-0.08113052,-0.488555658,0.250374434,1.328369363,-1.843006257,-0.261552731,-1.068080013,6,0.279359245
-0.657501128,1.208114074,-0.117277959,0.829843627,0.147747079,0.158297652,1.662347579,1.361807452,1.865966928,0.877657106,-0.986811901,6,-0.866082478
0.409124986,0.612783009,-0.861033822,0.494639723,2.711176193,-0.78257989,0.391571748,0.967238009,-1.180689617,0.79002558,-0.824275678,5,-0.651198871
-0.183445077,1.406557762,1.039675604,0.652382737,0.376624679,1.863638198,2.250669723,1.488872188,0.276406991,0.088973373,-1.230616236,5,-0.109492077
0.409124986,3.341383724,-1.935347845,-0.984201026,1.017481957,-0.606165351,0.368038862,0.321882903,0.077711999,-0.086289679,-0.661739454,4,0.057101285
0.883181037,-1.173210187,0.874396524,-0.984201026,-0.12690604,-0.606165351,-0.690940997,-0.276658879,-0.518372977,2.279761522,-0.174130784,6,-0.396976661
0.409124986,-0.478657278,-0.117277959,0.415768217,0.559726758,0.68754127,1.121091207,0.525855242,0.011480335,-0.787341887,-0.499203231,6,0.393043614
0.290610974,-0.081769901,-0.530475661,0.790407873,-0.21845708,-0.547360505,-0.573276568,-0.226501746,-0.981994625,0.264236424,0.801086557,7,0.211676248
-0.183445077,-0.478657278,-0.034638419,-0.90532952,-0.447334679,-0.723775044,-0.996868512,-0.510725497,0.872491968,-0.787341887,0.232209775,6,-0.182828482
-0.30195909,0.017451943,0.626477903,0.120000067,0.01042052,1.393199426,1.309354293,0.519167625,-0.319677985,-0.086289679,-0.905543789,5,0.078139083
1.238723075,-0.280213589,-0.36519658,-0.215203837,-0.676212279,-0.13572658,-0.502677911,-0.744792116,-0.849531297,-1.488394095,1.044890892,7,-1.555209434
0.527638999,-0.081769901,-0.28255704,-1.003918903,-0.2642326,-0.547360505,-1.279263141,-0.604352145,0.607565312,0.35186795,0.150941663,6,0.053111534
-0.420473102,0.612783009,-0.44783612,-0.90532952,-0.21845708,0.452321884,1.168156978,-0.410411232,-0.385909649,-1.050236465,-0.743007566,6,0.78033364
-0.064931064,0.017451943,0.791756984,0.238307327,-0.721987799,-0.312141119,-0.667408111,-0.798293057,-0.717067969,0.877657106,1.613767675,8,1.416334667
0.172096961,-0.081769901,3.353582732,-0.96448315,-0.447334679,-0.488555658,-0.385013482,-0.477287409,1.07118696,-0.086289679,0.557282222,6,-0.048087704
-0.064931064,-0.280213589,0.048001121,-0.333511097,-0.676212279,-0.076921734,-0.102618853,-0.443849321,0.143943663,-0.962604939,0.069673551,6,-0.067068105
1.357237088,1.406557762,0.213280202,-0.274357467,-0.40155916,-0.076921734,-0.879204083,-0.677915939,-0.385909649,0.702394054,1.451231451,7,1.019336343
0.883181037,0.513561164,0.130640662,-0.01802507,-0.447334679,-1.370628354,-0.290881939,-0.544163586,-0.187214657,-0.874973413,1.207427116,7,-1.056466625
-2.198183292,-0.429046356,-0.530475661,1.056599208,-0.721987799,-0.076921734,-0.479145025,0.458979066,-0.783299633,0.088973373,-0.905543789,6,-0.080569285
-0.77601514,-0.280213589,0.461198823,-1.003918903,0.239298119,0.393517038,-0.079085967,-1.146049176,0.276406991,-0.787341887,0.47601411,6,-0.374785848
1.00169505,-0.081769901,1.287594225,-0.510971987,-0.40155916,0.628736423,0.015045576,-0.958795882,-0.981994625,-0.962604939,0.882354669,6,-0.849358962
-0.894529153,-0.081769901,-0.199917499,-0.96448315,-0.493110199,-1.076604122,-1.302796026,-1.092548235,0.872491968,-0.436815783,0.47601411,7,-0.207930476
-0.30195909,0.41433932,-0.613115201,-0.353228973,-0.676212279,-0.547360505,-0.432079253,-0.684603557,1.40234528,2.10449847,1.613767675,7,3.396171602
-0.894529153,-0.875544654,0.295919742,-0.747586507,-0.21845708,-0.664970198,-0.926269854,-0.835074955,-0.054751329,0.088973373,0.313477887,6,0.027891185
0.053582948,1.009670386,-0.44783612,0.376332463,0.742828838,-0.78257989,0.650433492,0.345289565,-0.187214657,2.016866944,0.069673551,5,0.140522283
1.831293138,-0.577879122,-0.44783612,2.446709513,-0.813538839,1.157980041,-0.196750396,1.328369363,-1.511847937,-1.225499517,0.882354669,5,-1.08132522
0.409124986,-0.875544654,0.461198823,-1.02363678,-0.447334679,-0.194531426,-1.255730255,-0.744792116,-0.187214657,0.088973373,-0.01159456,5,-0.001031607
0.172096961,1.10889223,-0.778394281,-1.063072533,0.101971559,-1.60584774,-0.455612139,-0.577601674,-1.246921281,-1.576025621,-0.336667007,4,0.530595829
0.172096961,-0.081769901,0.213280202,2.821349169,-0.035355,0.569931577,0.744565035,2.331512015,-1.246921281,-0.349184257,-1.39315246,6,0.486466907
0.053582948,-0.577879122,1.287594225,0.120000067,0.788604358,0.863955809,0.697499263,0.559293331,2.329588576,0.088973373,-0.174130784,6,-0.015493003
-0.183445077,-0.379435433,0.626477903,0.45520397,-0.447334679,-0.370945966,0.226841548,0.392102889,0.210175327,1.140551684,-0.499203231,6,-0.569367086
0.053582948,0.513561164,-0.44783612,-1.003918903,0.239298119,0.099492806,1.144624093,-0.443849321,0.541333648,0.965288632,-0.174130784,5,-0.168086466
-1.013043166,0.215895632,0.874396524,-0.96448315,0.01042052,-1.194213815,1.026959664,0.174755314,2.06466192,0.264236424,-0.092862672,5,-0.0245377
-1.250071191,0.116673788,-2.348545546,-1.102508286,-0.35578364,-1.429433201,-2.550038972,-0.544163586,1.137418624,-1.225499517,-1.068080013,5,1.30893154
-1.487099216,0.612783009,-0.695754741,-0.767304383,0.01042052,0.68754127,1.026959664,-1.035703485,0.143943663,-0.787341887,0.638550334,5,-0.502757425
-0.894529153,0.811226697,2.031350087,1.6974302,-0.08113052,0.393517038,-0.549743682,1.261493187,-0.253446321,0.176604898,-1.230616236,5,-0.217332856
2.186835176,0.612783009,1.039675604,1.46081568,0.422400199,1.922443044,1.403485836,1.59587407,1.137418624,-1.050236465,-0.824275678,6,0.865684374
0.646153012,0.017451943,0.543838363,1.086176023,-0.630436759,-1.311823508,-1.091000055,0.756578052,-1.180689617,-0.261552731,0.232209775,4,-0.060735101
-0.183445077,0.017451943,-1.604789684,-0.984201026,-0.12690604,1.687223658,0.485703291,-0.677915939,-0.120982993,-0.874973413,-0.417935119,5,0.365682118
-0.420473102,-0.280213589,0.130640662,1.1058939,0.422400199,0.68754127,0.956361006,1.328369363,2.594515232,-0.173921205,-0.417935119,5,0.07268778
-0.77601514,-0.280213589,0.378559282,0.297460957,-0.035355,1.099175194,1.638814693,0.565980948,-0.120982993,-0.261552731,-1.149348125,5,0.300615141
-0.183445077,2.001888828,1.287594225,-0.688432877,-0.721987799,-0.429750812,-0.385013482,-1.594119561,-0.385909649,-0.787341887,2.020108233,6,-1.590515829
0.290610974,-1.867763097,-0.28255704,-0.037742947,-0.630436759,-0.664970198,-0.102618853,-0.343535055,-1.313152945,-0.874973413,0.313477887,6,-0.274284816
0.172096961,0.612783009,-1.935347845,-0.570125617,-0.08113052,-1.076604122,-1.773453742,-0.109468437,-1.180689617,-0.874973413,-1.068080013,5,0.934541614
0.764667024,-1.073988343,0.048001121,-0.984201026,-0.493110199,-1.311823508,-0.855671197,-0.744792116,-0.915762961,2.192129996,0.394745998,5,0.865334544
0.883181037,-1.073988343,0.213280202,-0.37294685,-0.17268156,-0.547360505,-0.855671197,0.081128667,-0.650836305,-0.173921205,-0.824275678,5,0.143359019
-1.842641254,-0.032158979,-0.778394281,0.198871573,-0.35578364,-0.429750812,-0.573276568,-0.300065541,1.269881952,0.176604898,0.394745998,6,0.069714077
0.527638999,2.29955436,-0.36519658,0.967868763,-0.538885719,1.510809119,2.015340866,0.937143729,-0.319677985,0.614762528,-0.824275678,6,-0.5067338
0.290610974,-0.577879122,-0.117277959,2.072069856,0.468175718,0.805150962,0.462170406,1.930254954,1.203650288,-0.962604939,-0.743007566,6,0.715222753
0.409124986,-0.478657278,0.378559282,1.559405063,0.559726758,1.157980041,1.309354293,1.294931275,-0.650836305,-0.436815783,-1.230616236,6,0.537552595
-0.538987115,-0.180991745,0.130640662,0.258025203,0.468175718,0.569931577,1.238755636,0.415509551,-0.187214657,0.088973373,-0.824275678,5,-0.073338587
-1.487099216,-0.5282682,-0.778394281,0.672100613,0.376624679,1.393199426,0.038578462,0.47569811,-0.120982993,-0.874973413,-0.255398896,6,0.223467243
-0.30195909,-1.073988343,-0.613115201,0.198871573,0.285073639,0.569931577,-0.243816167,-0.049279878,-0.187214657,-1.050236465,-0.417935119,6,0.438930702
1.120209062,0.017451943,-0.695754741,-0.589843493,-0.996640918,-0.488555658,-0.926269854,-1.483773869,-1.379384609,-1.050236465,2.020108233,6,-2.12159133
1.4757511,0.513561164,0.213280202,0.198871573,-0.40155916,0.040687959,0.415104634,0.632857125,0.011480335,0.439499476,0.069673551,6,0.030621489
1.4757511,-0.379435433,-0.613115201,0.908715133,-0.12690604,0.334712191,1.709413351,0.913737068,-0.518372977,0.001341847,-0.417935119,6,-0.000560805
0.646153012,-0.974766499,0.709117443,-0.84617589,-0.447334679,-0.13572658,1.144624093,-0.076030348,1.40234528,-0.699710361,0.069673551,7,-0.048751306
-0.064931064,-0.180991745,-0.36519658,2.081928795,0.468175718,0.746346116,0.956361006,1.930254954,1.7335036,-0.787341887,-0.743007566,5,0.585000979
1.00169505,-0.081769901,1.287594225,-0.90532952,-0.21845708,-0.723775044,-1.232197369,-0.878544469,-0.187214657,-0.612078835,1.613767675,6,-0.987753039
0.527638999,-0.180991745,-0.034638419,1.066458146,0.513951238,0.746346116,-0.267349053,0.970581818,-0.584604641,0.527131002,-0.417935119,6,-0.220306558
-0.183445077,-0.180991745,1.287594225,0.33689671,0.285073639,0.746346116,1.37995295,0.519167625,0.011480335,-0.086289679,-0.824275678,5,0.071126484
3.490489315,6.466871817,0.957036064,0.435486093,0.285073639,-0.076921734,1.144624093,1.796502601,-0.452141313,0.877657106,-0.255398896,4,-0.224152656
-0.894529153,-0.478657278,0.957036064,0.829843627,2.207645474,0.805150962,0.721032149,0.990644671,-0.915762961,0.439499476,-1.39315246,5,-0.612289777
-1.724127241,3.093329114,-2.183266466,0.120000067,-0.035355,0.040687959,0.203308662,0.124598182,1.004955296,0.702394054,-0.661739454,6,-0.464801858
0.172096961,-0.677100966,-0.44783612,0.435486093,-0.035355,0.099492806,1.944742208,0.458979066,0.40887032,0.439499476,-0.092862672,6,-0.040813096
-0.183445077,0.712004853,1.204954685,0.474921847,0.468175718,-0.018116887,0.673966377,0.753234243,-0.981994625,-0.173921205,-0.905543789,5,0.157493267
0.646153012,-0.974766499,0.543838363,-0.944765273,0.056196039,-0.78257989,-0.855671197,-0.109468437,0.607565312,-0.436815783,0.150941663,5,-0.065933701
-1.605613229,0.017451943,-1.026312902,-0.944765273,-0.630436759,-0.723775044,-1.255730255,-1.256394868,1.534808608,-0.612078835,1.613767675,5,-0.987753039
-0.77601514,-0.230602667,-0.778394281,-0.925047396,-0.31000812,6.068184715,3.144919382,0.164723888,2.263356912,0.35186795,-0.743007566,4,-0.261440549
-2.079669279,0.513561164,-0.943673362,-0.944765273,-0.859314358,-1.017799276,-1.161598712,-1.580744325,2.130893584,-0.962604939,1.613767675,7,-1.553420734
0.764667024,-0.180991745,0.378559282,-0.13633233,-1.133967478,-0.723775044,-0.314414825,-0.21647032,-0.385909649,1.140551684,0.47601411,6,0.542918695
0.172096961,-0.577879122,-0.44783612,-0.96448315,-0.40155916,-0.370945966,-0.549743682,-0.443849321,-0.518372977,0.527131002,-0.01159456,6,-0.006111852
1.4757511,-0.180991745,-0.28255704,0.27774308,0.147747079,0.217102498,0.320973091,0.458979066,-1.313152945,0.79002558,-0.417935119,6,-0.330179435
-1.013043166,-0.280213589,0.543838363,-0.13633233,0.285073639,1.216784887,0.320973091,-0.015841789,-0.187214657,3.418971359,-0.01159456,6,-0.03964147
-1.013043166,-1.073988343,0.213280202,-0.925047396,-0.17268156,-1.253018662,-1.820519513,-0.865169234,0.210175327,0.439499476,0.232209775,6,0.102056074
0.409124986,-0.77632281,-0.943673362,-0.944765273,-0.08113052,-1.076604122,-0.879204083,0.228256256,1.203650288,0.35186795,-0.417935119,5,-0.147057974
1.949807151,-0.478657278,0.048001121,-1.003918903,-0.493110199,1.099175194,-0.667408111,-0.758167351,-0.783299633,0.527131002,0.394745998,7,0.208082854
-0.30195909,-1.073988343,-0.44783612,-1.043354656,-0.538885719,1.157980041,-0.714473882,-1.550650046,-1.246921281,0.264236424,1.126159004,7,0.297572229
0.053582948,-0.875544654,-0.199917499,2.535439958,-0.12690604,0.158297652,0.673966377,1.843315924,-1.710542929,0.264236424,-1.149348125,7,-0.303699639
0.409124986,2.696441737,-2.017987385,-0.96448315,2.848502753,-1.135408969,0.297440205,-0.076030348,-0.783299633,0.702394054,-1.068080013,4,-0.750213051
-1.131557178,-0.577879122,-1.274231523,0.001692807,-0.21845708,-0.429750812,-0.432079253,0.000877255,0.541333648,0.088973373,-0.499203231,5,-0.044415795
1.712779125,-0.77632281,1.287594225,-0.925047396,-0.2642326,-0.076921734,0.721032149,-0.076030348,-0.915762961,-1.050236465,-0.336667007,5,0.353579968
-2.198183292,-1.073988343,1.866071007,-0.96448315,-0.905089878,-0.664970198,-0.549743682,-1.146049176,1.932198592,-0.874973413,0.232209775,7,-0.203177379
-2.079669279,-0.677100966,-0.44783612,-0.984201026,0.056196039,0.746346116,0.226841548,-0.784917822,2.06466192,0.001341847,-0.092862672,5,-0.000124607
